dividends_from_stocks,sex,instance_weight,detailed_occupation_recode,country_of_birth_mother,tax_filer_stat,marital_stat,class_of_worker,wage_per_hour,major_industry_code,enroll_in_edu_inst_last_wk,age,major_occupation_code,detailed_industry_recode,full_or_part_time_employment_stat,detailed_household_summary_in_household,migration_code-change_in_msa,migration_code-move_within_reg,reason_for_unemployment,own_business_or_self_employed,weeks_worked_in_year,hispanic_origin,state_of_previous_residence,migration_code-change_in_reg,year,migration_prev_res_in_sunbelt,family_members_under_18,country_of_birth_self,region_of_previous_residence,detailed_household_and_family_stat,citizenship,income,member_of_a_labor_union,veterans_benefits,fill_inc_questionnaire_for_veteran's_admin,live_in_this_house_1_year_ago,capital_gains,capital_losses,num_persons_worked_for_employer,race,country_of_birth_father,education
0.0,1.0,2466.24,0.0,2.0,1.0,1.0,-3.0,0.0,1.0,-3.0,8.0,-3.0,0.0,1.0,1.0,2.0,2.0,-3.0,1.0,0.0,5.0,-3.0,2.0,1.0,-3.0,1.0,2.0,-3.0,1.0,1.0,1.0,-3.0,1.0,-3.0,2.0,0.0,0.0,0.0,5.0,2.0,1.0
0.0,1.0,2021.27,0.0,-3.0,1.0,1.0,-3.0,0.0,1.0,-3.0,32.0,-3.0,0.0,4.0,2.0,-3.0,-3.0,-3.0,1.0,0.0,5.0,-3.0,-3.0,2.0,-3.0,-3.0,-3.0,-3.0,26.0,2.0,1.0,-3.0,3.0,-3.0,1.0,0.0,0.0,0.0,4.0,-3.0,10.0
0.0,2.0,2441.22,34.0,2.0,3.0,2.0,3.0,0.0,15.0,-3.0,51.0,9.0,4.0,1.0,5.0,2.0,2.0,-3.0,1.0,52.0,9.0,-3.0,2.0,1.0,-3.0,-3.0,2.0,-3.0,11.0,1.0,1.0,-3.0,3.0,-3.0,2.0,0.0,0.0,3.0,5.0,2.0,11.0
0.0,1.0,978.16,31.0,14.0,4.0,5.0,3.0,0.0,13.0,-3.0,46.0,3.0,37.0,1.0,5.0,2.0,2.0,-3.0,1.0,52.0,4.0,-3.0,2.0,1.0,-3.0,-3.0,14.0,-3.0,11.0,2.0,1.0,-3.0,3.0,-3.0,2.0,0.0,1590.0,6.0,5.0,14.0,10.0
0.0,1.0,2604.91,12.0,2.0,4.0,1.0,3.0,0.0,8.0,-3.0,26.0,2.0,24.0,2.0,5.0,-3.0,-3.0,-3.0,1.0,52.0,5.0,-3.0,-3.0,2.0,-3.0,-3.0,2.0,-3.0,18.0,1.0,1.0,-3.0,3.0,-3.0,1.0,0.0,0.0,6.0,5.0,2.0,14.0
0.0,1.0,1520.08,0.0,2.0,1.0,1.0,-3.0,0.0,1.0,-3.0,13.0,-3.0,0.0,1.0,1.0,2.0,2.0,-3.0,1.0,0.0,5.0,-3.0,2.0,1.0,-3.0,1.0,2.0,-3.0,1.0,1.0,1.0,-3.0,1.0,-3.0,2.0,0.0,0.0,0.0,4.0,2.0,1.0
0.0,1.0,404.9,36.0,2.0,4.0,1.0,3.0,0.0,14.0,-3.0,47.0,11.0,39.0,2.0,5.0,-3.0,-3.0,-3.0,1.0,52.0,5.0,-3.0,-3.0,2.0,-3.0,-3.0,2.0,-3.0,18.0,1.0,1.0,-3.0,3.0,-3.0,1.0,0.0,0.0,6.0,5.0,20.0,14.0
0.0,1.0,1274.04,0.0,1.0,3.0,2.0,-3.0,0.0,1.0,-3.0,39.0,-3.0,0.0,1.0,4.0,2.0,2.0,-3.0,1.0,0.0,1.0,-3.0,2.0,1.0,-3.0,-3.0,1.0,-3.0,10.0,2.0,1.0,-3.0,3.0,-3.0,2.0,0.0,0.0,0.0,5.0,1.0,7.0
0.0,1.0,1555.29,0.0,15.0,1.0,1.0,-3.0,0.0,1.0,1.0,16.0,-3.0,0.0,4.0,1.0,-3.0,-3.0,-3.0,1.0,0.0,2.0,-3.0,-3.0,2.0,-3.0,1.0,2.0,-3.0,1.0,1.0,1.0,-3.0,3.0,-3.0,1.0,0.0,0.0,0.0,5.0,2.0,7.0
6000.0,2.0,1790.75,41.0,2.0,3.0,2.0,3.0,0.0,7.0,-3.0,35.0,8.0,12.0,2.0,5.0,-3.0,-3.0,-3.0,1.0,49.0,5.0,-3.0,-3.0,2.0,-3.0,-3.0,2.0,-3.0,11.0,1.0,1.0,-3.0,3.0,-3.0,1.0,0.0,0.0,4.0,5.0,2.0,10.0
0.0,2.0,455.02,0.0,2.0,1.0,1.0,-3.0,0.0,1.0,-3.0,12.0,-3.0,0.0,1.0,1.0,3.0,8.0,-3.0,1.0,0.0,2.0,2.0,7.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,-3.0,1.0,-3.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0
0.0,2.0,1004.69,34.0,2.0,3.0,2.0,4.0,0.0,15.0,-3.0,27.0,9.0,4.0,1.0,5.0,2.0,2.0,-3.0,2.0,52.0,5.0,-3.0,2.0,1.0,-3.0,-3.0,2.0,-3.0,11.0,1.0,1.0,-3.0,3.0,-3.0,2.0,0.0,0.0,6.0,5.0,2.0,11.0
0.0,1.0,1500.08,22.0,2.0,3.0,2.0,3.0,500.0,11.0,-3.0,56.0,6.0,35.0,2.0,4.0,-3.0,-3.0,-3.0,3.0,32.0,5.0,-3.0,-3.0,2.0,-3.0,-3.0,2.0,-3.0,10.0,1.0,1.0,1.0,3.0,-3.0,1.0,0.0,0.0,2.0,5.0,2.0,11.0
100.0,2.0,999.46,12.0,2.0,3.0,2.0,3.0,0.0,17.0,-3.0,46.0,2.0,45.0,1.0,5.0,2.0,2.0,-3.0,1.0,52.0,5.0,-3.0,2.0,1.0,-3.0,-3.0,2.0,-3.0,11.0,1.0,1.0,-3.0,3.0,-3.0,2.0,0.0,1977.0,1.0,5.0,2.0,16.0
0.0,1.0,1483.69,0.0,2.0,3.0,2.0,-3.0,0.0,1.0,-3.0,55.0,-3.0,0.0,1.0,5.0,2.0,2.0,-3.0,1.0,0.0,5.0,-3.0,2.0,1.0,-3.0,-3.0,2.0,-3.0,11.0,1.0,1.0,-3.0,3.0,-3.0,2.0,0.0,0.0,0.0,3.0,16.0,11.0
0.0,2.0,1660.53,0.0,2.0,1.0,1.0,-3.0,0.0,1.0,-3.0,2.0,-3.0,0.0,1.0,1.0,2.0,2.0,-3.0,1.0,0.0,5.0,-3.0,2.0,1.0,-3.0,1.0,2.0,-3.0,1.0,1.0,1.0,-3.0,1.0,-3.0,2.0,0.0,0.0,0.0,5.0,2.0,1.0
0.0,1.0,848.25,0.0,-3.0,1.0,1.0,-3.0,0.0,1.0,-3.0,1.0,-3.0,0.0,1.0,1.0,3.0,4.0,-3.0,1.0,0.0,4.0,3.0,4.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,-3.0,1.0,-3.0,3.0,0.0,0.0,0.0,1.0,-3.0,1.0
0.0,2.0,2671.99,34.0,2.0,3.0,2.0,3.0,0.0,20.0,-3.0,37.0,9.0,3.0,2.0,4.0,-3.0,-3.0,-3.0,1.0,52.0,5.0,-3.0,-3.0,2.0,-3.0,-3.0,2.0,-3.0,10.0,1.0,1.0,-3.0,3.0,-3.0,1.0,0.0,0.0,3.0,5.0,2.0,11.0
0.0,1.0,1188.42,0.0,2.0,1.0,1.0,-3.0,0.0,1.0,-3.0,4.0,-3.0,0.0,1.0,1.0,-3.0,-3.0,-3.0,1.0,0.0,5.0,-3.0,-3.0,2.0,-3.0,1.0,2.0,-3.0,1.0,1.0,1.0,-3.0,1.0,-3.0,1.0,0.0,0.0,0.0,5.0,2.0,1.0
700.0,2.0,1331.35,2.0,2.0,4.0,1.0,3.0,0.0,15.0,-3.0,37.0,13.0,4.0,1.0,3.0,2.0,2.0,-3.0,1.0,52.0,5.0,-3.0,2.0,1.0,-3.0,-3.0,2.0,-3.0,6.0,1.0,1.0,-3.0,3.0,-3.0,2.0,0.0,1669.0,6.0,5.0,2.0,14.0
0.0,2.0,711.15,35.0,1.0,3.0,2.0,3.0,0.0,8.0,-3.0,63.0,9.0,19.0,5.0,5.0,-3.0,-3.0,2.0,1.0,15.0,1.0,-3.0,-3.0,2.0,-3.0,-3.0,1.0,-3.0,11.0,2.0,1.0,-3.0,3.0,-3.0,1.0,0.0,0.0,6.0,1.0,1.0,2.0
0.0,1.0,1578.65,25.0,2.0,3.0,2.0,8.0,0.0,18.0,-3.0,34.0,6.0,29.0,3.0,4.0,-3.0,-3.0,-3.0,1.0,52.0,5.0,-3.0,-3.0,2.0,-3.0,-3.0,2.0,-3.0,10.0,1.0,1.0,-3.0,3.0,-3.0,1.0,0.0,0.0,6.0,5.0,2.0,11.0
0.0,2.0,1629.02,34.0,2.0,3.0,2.0,4.0,0.0,15.0,-3.0,46.0,9.0,4.0,1.0,5.0,2.0,2.0,-3.0,1.0,52.0,5.0,-3.0,2.0,1.0,-3.0,-3.0,2.0,-3.0,11.0,1.0,1.0,-3.0,3.0,-3.0,2.0,0.0,0.0,1.0,5.0,2.0,11.0
0.0,1.0,1998.03,23.0,2.0,4.0,1.0,3.0,0.0,17.0,-3.0,25.0,6.0,45.0,1.0,8.0,2.0,2.0,-3.0,1.0,52.0,5.0,-3.0,2.0,1.0,-3.0,-3.0,2.0,-3.0,23.0,1.0,1.0,-3.0,3.0,-3.0,2.0,0.0,0.0,1.0,5.0,2.0,10.0
0.0,1.0,463.55,0.0,2.0,4.0,6.0,-3.0,0.0,1.0,-3.0,81.0,-3.0,0.0,1.0,5.0,2.0,2.0,-3.0,1.0,0.0,5.0,-3.0,2.0,1.0,-3.0,-3.0,2.0,-3.0,18.0,1.0,1.0,-3.0,3.0,-3.0,2.0,991.0,0.0,0.0,5.0,-3.0,14.0
0.0,1.0,2492.74,42.0,9.0,4.0,4.0,3.0,0.0,9.0,-3.0,46.0,8.0,32.0,1.0,5.0,2.0,2.0,-3.0,1.0,52.0,4.0,-3.0,2.0,1.0,-3.0,-3.0,9.0,-3.0,11.0,2.0,1.0,-3.0,3.0,-3.0,2.0,0.0,0.0,3.0,5.0,9.0,10.0
1000.0,2.0,980.1,2.0,2.0,3.0,2.0,3.0,0.0,11.0,-3.0,39.0,13.0,34.0,1.0,5.0,2.0,2.0,-3.0,1.0,52.0,5.0,-3.0,2.0,1.0,-3.0,-3.0,2.0,-3.0,11.0,1.0,1.0,-3.0,3.0,-3.0,2.0,0.0,0.0,6.0,5.0,2.0,14.0
49.0,2.0,1539.4,8.0,2.0,3.0,2.0,8.0,0.0,6.0,-3.0,42.0,2.0,48.0,6.0,5.0,-3.0,-3.0,-3.0,1.0,52.0,5.0,-3.0,-3.0,2.0,-3.0,-3.0,2.0,-3.0,11.0,1.0,1.0,-3.0,3.0,-3.0,1.0,0.0,0.0,6.0,5.0,2.0,13.0
0.0,2.0,2621.94,0.0,2.0,1.0,1.0,-3.0,0.0,1.0,-3.0,2.0,-3.0,0.0,1.0,2.0,-3.0,-3.0,-3.0,1.0,0.0,5.0,-3.0,-3.0,2.0,-3.0,2.0,2.0,-3.0,5.0,1.0,1.0,-3.0,1.0,-3.0,1.0,0.0,0.0,0.0,4.0,2.0,1.0
0.0,1.0,498.25,0.0,1.0,1.0,1.0,-3.0,0.0,1.0,-3.0,11.0,-3.0,0.0,1.0,1.0,2.0,2.0,-3.0,1.0,0.0,2.0,-3.0,2.0,1.0,-3.0,3.0,2.0,-3.0,1.0,1.0,1.0,-3.0,1.0,-3.0,2.0,0.0,0.0,0.0,5.0,1.0,1.0
0.0,1.0,1773.08,0.0,2.0,1.0,1.0,-3.0,0.0,1.0,-3.0,30.0,-3.0,0.0,1.0,5.0,3.0,3.0,-3.0,1.0,0.0,5.0,29.0,3.0,1.0,1.0,-3.0,2.0,5.0,11.0,1.0,1.0,-3.0,3.0,-3.0,3.0,0.0,0.0,0.0,4.0,2.0,10.0
0.0,2.0,885.84,0.0,3.0,1.0,1.0,-3.0,0.0,1.0,-3.0,7.0,-3.0,0.0,1.0,1.0,2.0,2.0,-3.0,1.0,0.0,6.0,-3.0,2.0,1.0,-3.0,1.0,2.0,-3.0,1.0,1.0,1.0,-3.0,1.0,-3.0,2.0,0.0,0.0,0.0,5.0,4.0,1.0
0.0,1.0,4183.26,19.0,2.0,6.0,2.0,4.0,0.0,10.0,-3.0,66.0,5.0,33.0,1.0,4.0,2.0,2.0,-3.0,1.0,38.0,5.0,-3.0,2.0,1.0,-3.0,-3.0,2.0,-3.0,10.0,1.0,1.0,-3.0,3.0,-3.0,2.0,0.0,0.0,1.0,5.0,2.0,5.0
0.0,1.0,1040.15,0.0,1.0,3.0,2.0,-3.0,0.0,1.0,-3.0,26.0,-3.0,0.0,1.0,4.0,2.0,2.0,-3.0,1.0,0.0,2.0,-3.0,2.0,1.0,-3.0,-3.0,1.0,-3.0,10.0,2.0,1.0,-3.0,3.0,-3.0,2.0,0.0,0.0,0.0,5.0,1.0,10.0
0.0,1.0,3494.72,0.0,2.0,6.0,2.0,-3.0,0.0,1.0,-3.0,84.0,-3.0,0.0,4.0,4.0,-3.0,-3.0,-3.0,1.0,0.0,5.0,-3.0,-3.0,2.0,-3.0,-3.0,2.0,-3.0,10.0,1.0,1.0,-3.0,3.0,-3.0,1.0,0.0,0.0,0.0,5.0,2.0,10.0
59.0,1.0,1130.25,29.0,2.0,5.0,1.0,3.0,0.0,10.0,-3.0,32.0,3.0,33.0,2.0,5.0,-3.0,-3.0,-3.0,1.0,52.0,5.0,-3.0,-3.0,2.0,-3.0,-3.0,2.0,-3.0,11.0,1.0,1.0,-3.0,3.0,-3.0,1.0,0.0,0.0,6.0,5.0,2.0,10.0
0.0,1.0,1407.39,0.0,2.0,3.0,2.0,-3.0,0.0,1.0,-3.0,52.0,-3.0,0.0,1.0,4.0,2.0,2.0,-3.0,1.0,0.0,5.0,-3.0,2.0,1.0,-3.0,-3.0,2.0,-3.0,10.0,1.0,1.0,-3.0,3.0,-3.0,2.0,0.0,0.0,0.0,5.0,2.0,10.0
0.0,1.0,235.92,0.0,2.0,1.0,1.0,-3.0,0.0,1.0,-3.0,5.0,-3.0,0.0,1.0,1.0,3.0,3.0,-3.0,1.0,0.0,5.0,23.0,3.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,1.0,-3.0,1.0,-3.0,3.0,0.0,0.0,0.0,5.0,2.0,1.0
0.0,1.0,1669.47,0.0,2.0,3.0,2.0,-3.0,0.0,1.0,-3.0,35.0,-3.0,0.0,1.0,4.0,2.0,2.0,-3.0,1.0,0.0,5.0,-3.0,2.0,1.0,-3.0,-3.0,2.0,-3.0,10.0,1.0,1.0,-3.0,3.0,-3.0,2.0,0.0,0.0,0.0,5.0,2.0,10.0
0.0,2.0,1212.48,36.0,2.0,6.0,2.0,3.0,400.0,13.0,-3.0,66.0,11.0,37.0,2.0,5.0,-3.0,-3.0,-3.0,1.0,52.0,5.0,-3.0,-3.0,2.0,-3.0,-3.0,2.0,-3.0,11.0,1.0,1.0,1.0,3.0,-3.0,1.0,0.0,0.0,2.0,5.0,2.0,11.0
0.0,2.0,3745.71,0.0,2.0,3.0,2.0,-3.0,0.0,1.0,-3.0,47.0,-3.0,0.0,4.0,5.0,-3.0,-3.0,-3.0,1.0,0.0,5.0,-3.0,-3.0,2.0,-3.0,-3.0,2.0,-3.0,11.0,1.0,1.0,-3.0,3.0,-3.0,1.0,0.0,0.0,0.0,5.0,2.0,10.0
0.0,2.0,1812.0,34.0,2.0,3.0,2.0,3.0,0.0,10.0,-3.0,36.0,9.0,33.0,1.0,5.0,4.0,3.0,-3.0,1.0,48.0,5.0,44.0,3.0,1.0,1.0,-3.0,2.0,5.0,11.0,1.0,1.0,1.0,3.0,-3.0,3.0,0.0,0.0,3.0,5.0,2.0,10.0
0.0,2.0,1027.68,26.0,2.0,3.0,2.0,3.0,0.0,8.0,-3.0,37.0,6.0,23.0,2.0,5.0,-3.0,-3.0,-3.0,1.0,52.0,5.0,-3.0,-3.0,2.0,-3.0,-3.0,2.0,-3.0,11.0,1.0,1.0,-3.0,3.0,-3.0,1.0,2829.0,0.0,6.0,5.0,2.0,10.0
0.0,1.0,2635.89,10.0,2.0,3.0,2.0,3.0,0.0,3.0,-3.0,42.0,2.0,44.0,1.0,4.0,2.0,2.0,-3.0,1.0,52.0,5.0,-3.0,2.0,1.0,-3.0,-3.0,2.0,-3.0,10.0,1.0,1.0,-3.0,3.0,-3.0,2.0,0.0,0.0,6.0,5.0,2.0,14.0
0.0,1.0,1293.12,0.0,-3.0,3.0,2.0,-3.0,0.0,1.0,-3.0,42.0,-3.0,0.0,4.0,4.0,-3.0,-3.0,-3.0,1.0,0.0,3.0,-3.0,-3.0,2.0,-3.0,-3.0,2.0,-3.0,10.0,1.0,1.0,-3.0,3.0,-3.0,1.0,0.0,0.0,0.0,5.0,-3.0,10.0
0.0,2.0,1558.21,0.0,2.0,1.0,1.0,-3.0,0.0,1.0,-3.0,1.0,-3.0,0.0,1.0,2.0,2.0,2.0,-3.0,1.0,0.0,5.0,-3.0,2.0,1.0,-3.0,3.0,2.0,-3.0,4.0,1.0,1.0,-3.0,1.0,-3.0,2.0,0.0,0.0,0.0,5.0,2.0,1.0
50.0,1.0,1841.65,0.0,2.0,6.0,2.0,-3.0,0.0,1.0,-3.0,72.0,-3.0,0.0,1.0,4.0,2.0,2.0,-3.0,1.0,0.0,5.0,-3.0,2.0,1.0,-3.0,-3.0,2.0,-3.0,10.0,1.0,1.0,-3.0,3.0,-3.0,2.0,0.0,0.0,0.0,5.0,2.0,14.0
0.0,2.0,949.12,2.0,2.0,3.0,2.0,5.0,0.0,13.0,-3.0,42.0,13.0,37.0,2.0,5.0,-3.0,-3.0,-3.0,1.0,52.0,5.0,-3.0,-3.0,2.0,-3.0,-3.0,2.0,-3.0,11.0,1.0,2.0,-3.0,3.0,-3.0,1.0,0.0,0.0,2.0,5.0,2.0,11.0
0.0,1.0,869.67,27.0,2.0,4.0,4.0,3.0,0.0,12.0,-3.0,61.0,14.0,36.0,2.0,5.0,-3.0,-3.0,-3.0,1.0,9.0,5.0,-3.0,-3.0,2.0,-3.0,-3.0,2.0,-3.0,18.0,1.0,1.0,-3.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,10.0
0.0,1.0,1095.21,35.0,2.0,3.0,2.0,3.0,0.0,7.0,-3.0,41.0,9.0,12.0,1.0,4.0,2.0,2.0,-3.0,3.0,24.0,5.0,-3.0,2.0,1.0,-3.0,-3.0,2.0,-3.0,10.0,1.0,1.0,-3.0,3.0,-3.0,2.0,0.0,0.0,1.0,5.0,2.0,13.0
0.0,1.0,3666.39,0.0,2.0,1.0,6.0,-3.0,0.0,1.0,-3.0,90.0,-3.0,0.0,1.0,5.0,2.0,2.0,-3.0,1.0,0.0,5.0,-3.0,2.0,1.0,-3.0,-3.0,2.0,-3.0,11.0,1.0,1.0,-3.0,3.0,-3.0,2.0,0.0,0.0,0.0,5.0,2.0,5.0
0.0,2.0,1322.1,16.0,2.0,3.0,2.0,3.0,0.0,9.0,-3.0,39.0,5.0,32.0,1.0,5.0,2.0,2.0,-3.0,1.0,52.0,5.0,-3.0,2.0,1.0,-3.0,-3.0,2.0,-3.0,11.0,1.0,1.0,-3.0,3.0,-3.0,2.0,3464.0,0.0,4.0,5.0,2.0,14.0
0.0,1.0,946.47,2.0,2.0,4.0,5.0,5.0,0.0,8.0,-3.0,49.0,13.0,24.0,2.0,5.0,-3.0,-3.0,-3.0,1.0,50.0,5.0,-3.0,-3.0,2.0,-3.0,-3.0,2.0,-3.0,18.0,1.0,1.0,-3.0,3.0,-3.0,1.0,0.0,1719.0,1.0,5.0,2.0,14.0
0.0,2.0,3504.66,34.0,2.0,4.0,3.0,3.0,0.0,15.0,-3.0,25.0,9.0,4.0,2.0,8.0,-3.0,-3.0,-3.0,1.0,10.0,5.0,-3.0,-3.0,2.0,-3.0,-3.0,2.0,-3.0,32.0,1.0,1.0,-3.0,3.0,-3.0,1.0,0.0,0.0,2.0,5.0,2.0,10.0
0.0,2.0,1274.84,33.0,2.0,3.0,2.0,3.0,0.0,19.0,-3.0,47.0,9.0,31.0,2.0,5.0,-3.0,-3.0,-3.0,1.0,52.0,5.0,-3.0,-3.0,2.0,-3.0,-3.0,2.0,-3.0,11.0,1.0,2.0,-3.0,3.0,-3.0,1.0,0.0,0.0,6.0,5.0,2.0,9.0
0.0,1.0,1508.23,0.0,2.0,1.0,1.0,-3.0,0.0,1.0,-3.0,6.0,-3.0,0.0,1.0,1.0,-3.0,-3.0,-3.0,1.0,0.0,5.0,-3.0,-3.0,2.0,-3.0,1.0,2.0,-3.0,1.0,1.0,1.0,-3.0,1.0,-3.0,1.0,0.0,0.0,0.0,3.0,31.0,1.0
0.0,2.0,1475.95,0.0,2.0,1.0,1.0,-3.0,0.0,1.0,-3.0,0.0,-3.0,0.0,1.0,1.0,-3.0,-3.0,-3.0,1.0,0.0,5.0,-3.0,-3.0,1.0,-3.0,1.0,2.0,-3.0,1.0,1.0,1.0,-3.0,1.0,-3.0,1.0,0.0,0.0,0.0,5.0,2.0,1.0
0.0,2.0,771.46,2.0,2.0,3.0,2.0,5.0,0.0,10.0,-3.0,36.0,13.0,33.0,2.0,5.0,-3.0,-3.0,-3.0,2.0,52.0,5.0,-3.0,-3.0,2.0,-3.0,-3.0,2.0,-3.0,11.0,1.0,1.0,-3.0,3.0,-3.0,1.0,5178.0,0.0,1.0,5.0,2.0,11.0
10000.0,2.0,1864.18,33.0,2.0,4.0,4.0,3.0,0.0,21.0,-3.0,33.0,9.0,30.0,1.0,5.0,3.0,3.0,-3.0,1.0,52.0,5.0,20.0,3.0,1.0,1.0,-3.0,2.0,5.0,18.0,1.0,2.0,-3.0,3.0,-3.0,3.0,0.0,2444.0,6.0,5.0,2.0,12.0
0.0,2.0,2025.19,0.0,2.0,1.0,1.0,-3.0,0.0,1.0,-3.0,10.0,-3.0,0.0,1.0,1.0,-3.0,-3.0,-3.0,1.0,0.0,2.0,-3.0,-3.0,2.0,-3.0,1.0,2.0,-3.0,1.0,1.0,1.0,-3.0,1.0,-3.0,1.0,0.0,0.0,0.0,5.0,2.0,1.0
0.0,2.0,2339.89,16.0,2.0,4.0,1.0,4.0,0.0,10.0,-3.0,27.0,5.0,33.0,1.0,3.0,3.0,3.0,-3.0,1.0,52.0,5.0,-3.0,3.0,1.0,1.0,-3.0,2.0,3.0,6.0,1.0,1.0,-3.0,3.0,-3.0,3.0,0.0,0.0,1.0,5.0,2.0,14.0
0.0,1.0,1133.65,0.0,6.0,3.0,2.0,-3.0,0.0,1.0,-3.0,57.0,-3.0,0.0,1.0,4.0,2.0,2.0,-3.0,1.0,0.0,8.0,-3.0,2.0,1.0,-3.0,-3.0,6.0,-3.0,10.0,2.0,1.0,-3.0,3.0,-3.0,2.0,0.0,0.0,0.0,5.0,6.0,5.0
0.0,1.0,2488.48,13.0,12.0,3.0,2.0,3.0,0.0,22.0,-3.0,50.0,10.0,41.0,2.0,5.0,-3.0,-3.0,-3.0,1.0,52.0,5.0,-3.0,-3.0,2.0,-3.0,-3.0,12.0,-3.0,11.0,5.0,1.0,-3.0,3.0,-3.0,1.0,0.0,0.0,6.0,3.0,12.0,14.0
0.0,2.0,3230.85,0.0,2.0,1.0,1.0,-3.0,0.0,1.0,-3.0,12.0,-3.0,0.0,1.0,1.0,-3.0,-3.0,-3.0,1.0,0.0,5.0,-3.0,-3.0,2.0,-3.0,3.0,2.0,-3.0,1.0,1.0,1.0,-3.0,1.0,-3.0,1.0,0.0,0.0,0.0,5.0,2.0,1.0
