price,peak-rpm,curb-weight,length,engine-size,horsepower,wheel-base,height,highway-mpg,compression-ratio,num-of-cylinders,bore,stroke,num-of-doors,symboling,fuel-type,engine-type_ohc,drive-wheels_fwd,body-style_sedan,fuel-system_mpfi,drive-wheels_rwd,body-style_hatchback,body-style_wagon,engine-type_l,engine-type_ohcv,body-style_hardtop,fuel-system_1bbl,engine-type_dohc,fuel-system_idi,engine-type_dohcv,drive-wheels_4wd,engine-location,fuel-system_mfi,fuel-system_spdi,aspiration,fuel-system_spfi,engine-type_ohcf,body-style_convertible,fuel-system_2bbl,city-mpg,width,make
5151,5100,1488,141.1,61,48,88.4,53.2,53,9.5,3,2.91,3.03,2,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47,60.3,chevrolet
6295,5400,1874,155.9,90,70,94.5,52.0,43,9.6,4,3.03,3.11,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,63.6,chevrolet
6575,5400,1909,158.8,90,70,94.5,52.0,43,9.6,4,3.03,3.11,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,63.6,chevrolet
5572,5500,1876,157.3,90,68,93.7,50.8,41,9.41,4,2.97,3.23,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,63.8,dodge
6377,5500,1876,157.3,90,68,93.7,50.8,38,9.4,4,2.97,3.23,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,63.8,dodge
7957,5500,2128,157.3,98,102,93.7,50.8,30,7.6,4,3.03,3.39,2,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,63.8,dodge
6229,5500,1967,157.3,90,68,93.7,50.6,38,9.4,4,2.97,3.23,4,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,63.8,dodge
6692,5500,1989,157.3,90,68,93.7,50.6,38,9.4,4,2.97,3.23,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,63.8,dodge
7609,5500,1989,157.3,90,68,93.7,50.6,38,9.4,4,2.97,3.23,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,63.8,dodge
8558,5500,2191,157.3,98,102,93.7,50.6,30,7.6,4,3.03,3.39,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,63.8,dodge
8921,5000,2535,174.6,122,88,103.3,59.8,30,8.5,4,3.34,3.46,4,-1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,64.6,dodge
12964,5000,2811,173.2,156,145,95.9,50.2,24,7.0,4,3.6,3.9,2,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,19,66.3,dodge
6479,4800,1713,144.6,92,58,86.6,50.8,54,9.6,4,2.91,3.41,2,2,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,49,63.9,honda
6855,6000,1819,144.6,92,76,86.6,50.8,38,9.2,4,2.91,3.41,2,2,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31,63.9,honda
5399,5500,1837,150.0,79,60,93.7,52.6,42,10.1,4,2.91,3.07,2,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,38,64.0,honda
6529,6000,1940,150.0,92,76,93.7,52.6,34,9.2,4,2.91,3.41,2,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,64.0,honda
7129,6000,1956,150.0,92,76,93.7,52.6,34,9.2,4,2.91,3.41,2,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,64.0,honda
7295,6000,2010,163.4,92,76,96.5,54.5,34,9.2,4,2.91,3.41,4,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,64.0,honda
7295,6000,2024,157.1,92,76,96.5,58.3,34,9.2,4,2.92,3.41,4,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,63.9,honda
7895,5800,2236,167.5,110,86,96.5,53.3,33,9.0,4,3.15,3.58,2,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27,65.2,honda
9095,5800,2289,167.5,110,86,96.5,53.3,33,9.0,4,3.15,3.58,2,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27,65.2,honda
8845,5800,2304,175.4,110,86,96.5,54.1,33,9.0,4,3.15,3.58,4,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27,65.2,honda
10295,5800,2372,175.4,110,86,96.5,54.1,33,9.0,4,3.15,3.58,4,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27,62.5,honda
12945,5800,2465,175.4,110,101,96.5,54.1,28,9.0,4,3.15,3.58,4,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,65.2,honda
10345,5500,2293,169.1,110,100,96.5,51.0,31,9.1,4,3.15,3.58,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,66.0,honda
6785,4800,2337,170.7,111,78,94.3,53.5,29,8.5,4,3.31,3.23,4,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,61.8,isuzu
8000,5400,1874,155.9,90,70,94.5,52.0,43,9.6,4,3.03,3.11,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,63.6,isuzu
9000,5400,1909,155.9,90,70,94.5,52.0,43,9.6,4,3.03,3.11,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,63.6,isuzu
11048,5000,2734,172.6,119,90,96.0,51.4,29,9.2,4,3.43,3.23,2,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,65.2,isuzu
32250,4750,4066,199.6,258,176,113.0,52.8,19,8.1,6,3.63,4.17,4,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,69.6,jaguar
35550,4750,4066,199.6,258,176,113.0,52.8,19,8.1,6,3.63,4.17,4,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,69.6,jaguar
36000,5000,3950,191.7,326,262,102.0,47.8,17,11.5,12,3.54,2.76,2,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,70.6,jaguar
5195,5000,1890,159.1,91,68,93.1,54.1,31,9.0,4,3.03,3.15,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,64.2,mazda
6095,5000,1900,159.1,91,68,93.1,54.1,38,9.0,4,3.03,3.15,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,64.2,mazda
6795,5000,1905,159.1,91,68,93.1,54.1,38,9.0,4,3.03,3.15,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,64.2,mazda
6695,5000,1945,166.8,91,68,93.1,54.1,38,9.0,4,3.03,3.15,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,64.2,mazda
7395,5000,1950,166.8,91,68,93.1,54.1,38,9.0,4,3.08,3.15,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,64.2,mazda
8845,4800,2385,177.8,122,84,98.8,53.7,32,8.6,4,3.39,3.39,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,66.5,mazda
8495,4800,2410,177.8,122,84,98.8,55.5,32,8.6,4,3.39,3.39,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,66.5,mazda
10595,4800,2385,177.8,122,84,98.8,53.7,32,8.6,4,3.39,3.39,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,66.5,mazda
10245,4800,2410,177.8,122,84,98.8,55.5,32,8.6,4,3.39,3.39,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,66.5,mazda
10795,4650,2443,177.8,122,64,98.8,55.5,42,22.7,4,3.39,3.39,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36,66.5,mazda
11245,4800,2425,177.8,122,84,98.8,55.5,32,8.6,4,3.39,3.39,4,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,66.5,mazda
18280,5000,2670,175.0,140,120,104.9,54.4,27,8.0,4,3.76,3.16,4,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,66.1,mazda
18344,4200,2700,175.0,134,72,104.9,54.4,39,22.0,4,3.43,3.64,4,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31,66.1,mazda
25552,4350,3515,190.9,183,123,110.0,56.5,25,21.5,5,3.58,3.64,4,-1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,22,70.3,mercedes-benz
28248,4350,3750,190.9,183,123,110.0,58.7,25,21.5,5,3.58,3.64,4,-1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,22,70.3,mercedes-benz
28176,4350,3495,187.5,183,123,106.7,54.9,25,21.5,5,3.58,3.64,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,22,70.3,mercedes-benz
31600,4350,3770,202.6,183,123,115.6,56.3,25,21.5,5,3.58,3.64,4,-1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,22,71.7,mercedes-benz
34184,4750,3740,202.6,234,155,115.6,56.5,18,8.3,8,3.46,3.1,4,-1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,71.7,mercedes-benz
35056,4750,3685,180.3,234,155,96.6,50.8,18,8.3,8,3.46,3.1,2,3,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,70.5,mercedes-benz
40960,4500,3900,208.1,308,184,120.9,56.7,16,8.0,8,3.8,3.35,4,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,71.7,mercedes-benz
45400,4500,3715,199.2,304,184,112.0,55.4,16,8.0,8,3.8,3.35,2,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,72.0,mercedes-benz
16503,5000,2910,178.4,140,175,102.7,54.8,24,8.0,4,3.78,3.12,2,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,68.0,mercury
5389,5500,1918,157.3,92,68,93.7,50.8,41,9.4,4,2.97,3.23,2,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,64.4,mitsubishi
6189,5500,1944,157.3,92,68,93.7,50.8,38,9.4,4,2.97,3.23,2,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,64.4,mitsubishi
6669,5500,2004,157.3,92,68,93.7,50.8,38,9.4,4,2.97,3.23,2,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,64.4,mitsubishi
7689,5500,2145,157.3,98,102,93.0,50.8,30,7.6,4,3.03,3.39,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,24,63.8,mitsubishi
9959,5500,2370,173.0,110,116,96.3,49.4,30,7.5,4,3.17,3.46,2,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,23,65.4,mitsubishi
8499,5000,2328,173.0,122,88,96.3,49.4,32,8.5,4,3.35,3.46,2,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,65.4,mitsubishi
12629,5000,2833,173.2,156,145,95.9,50.2,24,7.0,4,3.58,3.86,2,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,19,66.3,mitsubishi
14869,5000,2921,173.2,156,145,95.9,50.2,24,7.0,4,3.59,3.86,2,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,19,66.3,mitsubishi
14489,5000,2926,173.2,156,145,95.9,50.2,24,7.0,4,3.59,3.86,2,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,19,66.3,mitsubishi
6989,5000,2365,172.4,122,88,96.3,51.6,32,8.5,4,3.35,3.46,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,65.4,mitsubishi
8189,5000,2405,172.4,122,88,96.3,51.6,32,8.5,4,3.35,3.46,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,65.4,mitsubishi
9279,5500,2403,172.4,110,116,96.3,51.6,30,7.5,4,3.17,3.46,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,23,65.4,mitsubishi
9279,5500,2403,172.4,110,116,96.3,51.6,30,7.5,4,3.17,3.46,4,-1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,65.4,mitsubishi
5499,5200,1889,165.3,97,69,94.5,54.5,37,9.4,4,3.15,3.29,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,63.8,nissan
7099,4800,2017,165.3,103,55,94.5,54.5,50,21.9,4,2.99,3.47,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,45,63.8,nissan
6649,5200,1918,165.3,97,69,94.5,54.5,37,9.4,4,3.15,3.29,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,63.8,nissan
6849,5200,1938,165.3,97,69,94.5,54.5,37,9.4,4,3.15,3.29,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,63.8,nissan
7349,5200,2024,170.2,97,69,94.5,53.5,37,9.4,4,3.15,3.29,4,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,63.8,nissan
7299,5200,1951,165.3,97,69,94.5,54.5,37,9.4,4,3.15,3.29,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,63.8,nissan
7799,5200,2028,165.6,97,69,94.5,53.3,37,9.4,4,3.15,3.29,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,63.8,nissan
7499,5200,1971,165.3,97,69,94.5,54.5,37,9.4,4,3.15,3.29,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,63.8,nissan
7999,5200,2037,170.2,97,69,94.5,53.5,37,9.4,4,3.15,3.29,4,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,63.8,nissan
8249,5200,2008,162.4,97,69,95.1,53.3,37,9.4,4,3.15,3.29,2,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,31,63.8,nissan
8949,5200,2324,173.4,120,97,97.2,54.7,34,8.5,4,3.33,3.47,4,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,65.2,nissan
9549,5200,2302,173.4,120,97,97.2,54.7,34,8.5,4,3.33,3.47,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,65.2,nissan
13499,5200,3095,181.7,181,152,100.4,55.1,22,9.0,6,3.43,3.27,4,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,66.5,nissan
14399,5200,3296,184.6,181,152,100.4,56.1,22,9.0,6,3.43,3.27,4,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,66.5,nissan
13499,5200,3060,184.6,181,152,100.4,55.1,25,9.0,6,3.43,3.27,4,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,66.5,nissan
17199,5200,3071,170.7,181,160,91.3,49.7,25,9.0,6,3.43,3.27,2,3,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,67.9,nissan
19699,5200,3139,170.7,181,200,91.3,49.7,23,7.8,6,3.43,3.27,2,3,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,67.9,nissan
18399,5200,3139,178.5,181,160,99.2,49.7,25,9.0,6,3.43,3.27,2,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,67.9,nissan
11900,5000,3020,186.7,120,97,107.9,56.7,24,8.4,4,3.46,3.19,4,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,68.4,peugot
13200,4150,3197,186.7,152,95,107.9,56.7,33,21.0,4,3.7,3.52,4,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,28,68.4,peugot
12440,5000,3230,198.9,120,97,114.2,58.7,24,8.4,4,3.46,3.19,4,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,68.4,peugot
13860,4150,3430,198.9,152,95,114.2,58.7,25,21.0,4,3.7,3.52,4,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,25,68.4,peugot
15580,5000,3075,186.7,120,95,107.9,56.7,24,8.4,4,3.46,2.19,4,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,68.4,peugot
16900,4150,3252,186.7,152,95,107.9,56.7,33,21.0,4,3.7,3.52,4,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,28,68.4,peugot
16695,5000,3285,198.9,120,95,114.2,56.7,24,8.4,4,3.46,2.19,4,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,68.4,peugot
17075,4150,3485,198.9,152,95,114.2,58.7,25,21.0,4,3.7,3.52,4,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,25,68.4,peugot
16630,5000,3075,186.7,120,97,107.9,56.7,24,8.4,4,3.46,3.19,4,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,68.4,peugot
17950,4150,3252,186.7,152,95,107.9,56.7,33,21.0,4,3.7,3.52,4,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,28,68.4,peugot
18150,5600,3130,186.7,134,142,108.0,56.0,24,7.0,4,3.61,3.21,4,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,68.3,peugot
5572,5500,1918,157.3,90,68,93.7,50.8,41,9.4,4,2.97,3.23,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,63.8,plymouth
7957,5500,2128,157.3,98,102,93.7,50.8,30,7.6,4,3.03,3.39,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,24,63.8,plymouth
6229,5500,1967,157.3,90,68,93.7,50.6,38,9.4,4,2.97,3.23,4,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,63.8,plymouth
6692,5500,1989,167.3,90,68,93.7,50.8,38,9.4,4,2.97,3.23,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,63.8,plymouth
7609,5500,2191,167.3,98,68,93.7,50.8,38,9.4,4,2.97,3.23,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,63.8,plymouth
8921,5000,2535,174.6,122,88,103.3,59.8,30,8.5,4,3.35,3.46,4,-1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,64.6,plymouth
12764,5000,2818,173.2,156,145,95.9,50.2,24,7.0,4,3.59,3.86,2,3,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,19,66.3,plymouth
22018,5500,2778,168.9,151,143,94.5,50.2,27,9.5,4,3.94,3.11,2,3,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,68.3,porsche
32528,5900,2756,168.9,194,207,89.5,51.6,25,9.5,6,3.74,2.9,2,3,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,17,65.0,porsche
34028,5900,2756,168.9,194,207,89.5,51.6,25,9.5,6,3.74,2.9,2,3,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,17,65.0,porsche
37028,5900,2800,168.9,194,207,89.5,51.6,25,9.5,6,3.74,2.9,2,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,17,65.0,porsche
39000,5750,3366,175.7,203,288,98.4,50.5,28,10.0,8,3.94,3.11,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,72.3,porsche
11850,5250,2658,186.6,121,110,99.1,56.1,28,9.31,4,3.54,3.07,2,3,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,66.5,saab
12170,5250,2695,186.6,121,110,99.1,56.1,28,9.3,4,3.54,3.07,4,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,66.5,saab
15040,5250,2707,186.6,121,110,99.1,56.1,28,9.3,4,2.54,2.07,2,3,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,66.5,saab
