fuel-system_spfi,engine-type_l,drive-wheels_rwd,fuel-system_idi,body-style_hatchback,engine-location,engine-size,fuel-system_spdi,fuel-system_1bbl,fuel-system_2bbl,aspiration,curb-weight,length,engine-type_dohcv,peak-rpm,drive-wheels_fwd,city-mpg,fuel-system_mpfi,body-style_hardtop,height,horsepower,engine-type_ohcf,body-style_wagon,num-of-doors,num-of-cylinders,drive-wheels_4wd,width,stroke,highway-mpg,body-style_sedan,fuel-system_mfi,engine-type_ohc,compression-ratio,price,engine-type_dohc,wheel-base,fuel-type,body-style_convertible,bore,symboling,engine-type_ohcv,make
0,0,0,0,0,0,90,0,0,1,0,1909,158.8,0,5400,1,38,0,0,52.0,70,0,0,4,4,0,63.6,3.11,43,1,0,1,9.6,6575,0,94.5,1,0,3.03,0,0,chevrolet
0,0,0,0,1,0,90,0,0,1,0,1876,157.3,0,5500,1,37,0,0,50.8,68,0,0,2,4,0,63.8,3.23,41,0,0,1,9.41,5572,0,93.7,1,0,2.97,1,0,dodge
0,0,0,0,1,0,90,0,0,1,0,1876,157.3,0,5500,1,31,0,0,50.8,68,0,0,2,4,0,63.8,3.23,38,0,0,1,9.4,6377,0,93.7,1,0,2.97,1,0,dodge
0,0,0,0,1,0,98,0,0,0,1,2128,157.3,0,5500,1,24,1,0,50.8,102,0,0,2,4,0,63.8,3.39,30,0,0,1,7.6,7957,0,93.7,1,0,3.03,1,0,dodge
0,0,0,0,1,0,90,0,0,1,0,1967,157.3,0,5500,1,31,0,0,50.6,68,0,0,4,4,0,63.8,3.23,38,0,0,1,9.4,6229,0,93.7,1,0,2.97,1,0,dodge
0,0,0,0,0,0,90,0,0,1,0,1989,157.3,0,5500,1,31,0,0,50.6,68,0,0,4,4,0,63.8,3.23,38,1,0,1,9.4,6692,0,93.7,1,0,2.97,1,0,dodge
0,0,0,0,0,0,90,0,0,1,0,1989,157.3,0,5500,1,31,0,0,50.6,68,0,0,4,4,0,63.8,3.23,38,1,0,1,9.4,7609,0,93.7,1,0,2.97,1,0,dodge
0,0,0,0,0,0,98,0,0,0,1,2191,157.3,0,5500,1,24,1,0,50.6,102,0,0,4,4,0,63.8,3.39,30,1,0,1,7.6,8558,0,93.7,1,0,3.03,1,0,dodge
0,0,0,0,0,0,122,0,0,1,0,2535,174.6,0,5000,1,24,0,0,59.8,88,0,1,4,4,0,64.6,3.46,30,0,0,1,8.5,8921,0,103.3,1,0,3.34,-1,0,dodge
0,0,0,0,1,0,156,0,0,0,1,2811,173.2,0,5000,1,19,0,0,50.2,145,0,0,2,4,0,66.3,3.9,24,0,1,1,7.0,12964,0,95.9,1,0,3.6,3,0,dodge
0,0,0,0,1,0,92,0,1,0,0,1713,144.6,0,4800,1,49,0,0,50.8,58,0,0,2,4,0,63.9,3.41,54,0,0,1,9.6,6479,0,86.6,1,0,2.91,2,0,honda
0,0,0,0,1,0,92,0,1,0,0,1819,144.6,0,6000,1,31,0,0,50.8,76,0,0,2,4,0,63.9,3.41,38,0,0,1,9.2,6855,0,86.6,1,0,2.91,2,0,honda
0,0,0,0,1,0,79,0,1,0,0,1837,150.0,0,5500,1,38,0,0,52.6,60,0,0,2,4,0,64.0,3.07,42,0,0,1,10.1,5399,0,93.7,1,0,2.91,1,0,honda
0,0,0,0,1,0,92,0,1,0,0,1940,150.0,0,6000,1,30,0,0,52.6,76,0,0,2,4,0,64.0,3.41,34,0,0,1,9.2,6529,0,93.7,1,0,2.91,1,0,honda
0,0,0,0,1,0,92,0,1,0,0,1956,150.0,0,6000,1,30,0,0,52.6,76,0,0,2,4,0,64.0,3.41,34,0,0,1,9.2,7129,0,93.7,1,0,2.91,1,0,honda
0,0,0,0,0,0,92,0,1,0,0,2010,163.4,0,6000,1,30,0,0,54.5,76,0,0,4,4,0,64.0,3.41,34,1,0,1,9.2,7295,0,96.5,1,0,2.91,0,0,honda
0,0,0,0,0,0,92,0,1,0,0,2024,157.1,0,6000,1,30,0,0,58.3,76,0,1,4,4,0,63.9,3.41,34,0,0,1,9.2,7295,0,96.5,1,0,2.92,0,0,honda
0,0,0,0,1,0,110,0,1,0,0,2236,167.5,0,5800,1,27,0,0,53.3,86,0,0,2,4,0,65.2,3.58,33,0,0,1,9.0,7895,0,96.5,1,0,3.15,0,0,honda
0,0,0,0,1,0,110,0,1,0,0,2289,167.5,0,5800,1,27,0,0,53.3,86,0,0,2,4,0,65.2,3.58,33,0,0,1,9.0,9095,0,96.5,1,0,3.15,0,0,honda
0,0,0,0,0,0,110,0,1,0,0,2304,175.4,0,5800,1,27,0,0,54.1,86,0,0,4,4,0,65.2,3.58,33,1,0,1,9.0,8845,0,96.5,1,0,3.15,0,0,honda
0,0,0,0,0,0,110,0,1,0,0,2372,175.4,0,5800,1,27,0,0,54.1,86,0,0,4,4,0,62.5,3.58,33,1,0,1,9.0,10295,0,96.5,1,0,3.15,0,0,honda
0,0,0,0,0,0,110,0,0,0,0,2465,175.4,0,5800,1,24,1,0,54.1,101,0,0,4,4,0,65.2,3.58,28,1,0,1,9.0,12945,0,96.5,1,0,3.15,0,0,honda
0,0,0,0,0,0,110,0,0,1,0,2293,169.1,0,5500,1,25,0,0,51.0,100,0,0,2,4,0,66.0,3.58,31,1,0,1,9.1,10345,0,96.5,1,0,3.15,1,0,honda
0,0,1,0,0,0,111,0,0,1,0,2337,170.7,0,4800,0,24,0,0,53.5,78,0,0,4,4,0,61.8,3.23,29,1,0,1,8.5,6785,0,94.3,1,0,3.31,0,0,isuzu
0,0,0,0,0,0,90,0,0,1,0,1874,155.9,0,5400,1,38,0,0,52.0,70,0,0,2,4,0,63.6,3.11,43,1,0,1,9.6,8000,0,94.5,1,0,3.03,1,0,isuzu
0,0,0,0,0,0,90,0,0,1,0,1909,155.9,0,5400,1,38,0,0,52.0,70,0,0,4,4,0,63.6,3.11,43,1,0,1,9.6,9000,0,94.5,1,0,3.03,0,0,isuzu
1,0,1,0,1,0,119,0,0,0,0,2734,172.6,0,5000,0,24,0,0,51.4,90,0,0,2,4,0,65.2,3.23,29,0,0,1,9.2,11048,0,96.0,1,0,3.43,2,0,isuzu
0,0,1,0,0,0,258,0,0,0,0,4066,199.6,0,4750,0,15,1,0,52.8,176,0,0,4,6,0,69.6,4.17,19,1,0,0,8.1,32250,1,113.0,1,0,3.63,0,0,jaguar
0,0,1,0,0,0,258,0,0,0,0,4066,199.6,0,4750,0,15,1,0,52.8,176,0,0,4,6,0,69.6,4.17,19,1,0,0,8.1,35550,1,113.0,1,0,3.63,0,0,jaguar
0,0,1,0,0,0,326,0,0,0,0,3950,191.7,0,5000,0,13,1,0,47.8,262,0,0,2,12,0,70.6,2.76,17,1,0,0,11.5,36000,0,102.0,1,0,3.54,0,1,jaguar
0,0,0,0,1,0,91,0,0,1,0,1890,159.1,0,5000,1,30,0,0,54.1,68,0,0,2,4,0,64.2,3.15,31,0,0,1,9.0,5195,0,93.1,1,0,3.03,1,0,mazda
0,0,0,0,1,0,91,0,0,1,0,1900,159.1,0,5000,1,31,0,0,54.1,68,0,0,2,4,0,64.2,3.15,38,0,0,1,9.0,6095,0,93.1,1,0,3.03,1,0,mazda
0,0,0,0,1,0,91,0,0,1,0,1905,159.1,0,5000,1,31,0,0,54.1,68,0,0,2,4,0,64.2,3.15,38,0,0,1,9.0,6795,0,93.1,1,0,3.03,1,0,mazda
0,0,0,0,0,0,91,0,0,1,0,1945,166.8,0,5000,1,31,0,0,54.1,68,0,0,4,4,0,64.2,3.15,38,1,0,1,9.0,6695,0,93.1,1,0,3.03,1,0,mazda
0,0,0,0,0,0,91,0,0,1,0,1950,166.8,0,5000,1,31,0,0,54.1,68,0,0,4,4,0,64.2,3.15,38,1,0,1,9.0,7395,0,93.1,1,0,3.08,1,0,mazda
0,0,0,0,1,0,122,0,0,1,0,2385,177.8,0,4800,1,26,0,0,53.7,84,0,0,2,4,0,66.5,3.39,32,0,0,1,8.6,8845,0,98.8,1,0,3.39,1,0,mazda
0,0,0,0,0,0,122,0,0,1,0,2410,177.8,0,4800,1,26,0,0,55.5,84,0,0,4,4,0,66.5,3.39,32,1,0,1,8.6,8495,0,98.8,1,0,3.39,0,0,mazda
0,0,0,0,1,0,122,0,0,1,0,2385,177.8,0,4800,1,26,0,0,53.7,84,0,0,2,4,0,66.5,3.39,32,0,0,1,8.6,10595,0,98.8,1,0,3.39,1,0,mazda
0,0,0,0,0,0,122,0,0,1,0,2410,177.8,0,4800,1,26,0,0,55.5,84,0,0,4,4,0,66.5,3.39,32,1,0,1,8.6,10245,0,98.8,1,0,3.39,0,0,mazda
0,0,0,1,0,0,122,0,0,0,0,2443,177.8,0,4650,1,36,0,0,55.5,64,0,0,4,4,0,66.5,3.39,42,1,0,1,22.7,10795,0,98.8,0,0,3.39,0,0,mazda
0,0,0,0,1,0,122,0,0,1,0,2425,177.8,0,4800,1,26,0,0,55.5,84,0,0,4,4,0,66.5,3.39,32,0,0,1,8.6,11245,0,98.8,1,0,3.39,0,0,mazda
0,0,1,0,0,0,140,0,0,0,0,2670,175.0,0,5000,0,19,1,0,54.4,120,0,0,4,4,0,66.1,3.16,27,1,0,1,8.0,18280,0,104.9,1,0,3.76,0,0,mazda
0,0,1,1,0,0,134,0,0,0,0,2700,175.0,0,4200,0,31,0,0,54.4,72,0,0,4,4,0,66.1,3.64,39,1,0,1,22.0,18344,0,104.9,0,0,3.43,0,0,mazda
0,0,1,1,0,0,183,0,0,0,1,3515,190.9,0,4350,0,22,0,0,56.5,123,0,0,4,5,0,70.3,3.64,25,1,0,1,21.5,25552,0,110.0,0,0,3.58,-1,0,mercedes-benz
0,0,1,1,0,0,183,0,0,0,1,3750,190.9,0,4350,0,22,0,0,58.7,123,0,1,4,5,0,70.3,3.64,25,0,0,1,21.5,28248,0,110.0,0,0,3.58,-1,0,mercedes-benz
0,0,1,1,0,0,183,0,0,0,1,3495,187.5,0,4350,0,22,0,1,54.9,123,0,0,2,5,0,70.3,3.64,25,0,0,1,21.5,28176,0,106.7,0,0,3.58,0,0,mercedes-benz
0,0,1,1,0,0,183,0,0,0,1,3770,202.6,0,4350,0,22,0,0,56.3,123,0,0,4,5,0,71.7,3.64,25,1,0,1,21.5,31600,0,115.6,0,0,3.58,-1,0,mercedes-benz
0,0,1,0,0,0,234,0,0,0,0,3740,202.6,0,4750,0,16,1,0,56.5,155,0,0,4,8,0,71.7,3.1,18,1,0,0,8.3,34184,0,115.6,1,0,3.46,-1,1,mercedes-benz
0,0,1,0,0,0,234,0,0,0,0,3685,180.3,0,4750,0,16,1,0,50.8,155,0,0,2,8,0,70.5,3.1,18,0,0,0,8.3,35056,0,96.6,1,1,3.46,3,1,mercedes-benz
0,0,1,0,0,0,308,0,0,0,0,3900,208.1,0,4500,0,14,1,0,56.7,184,0,0,4,8,0,71.7,3.35,16,1,0,0,8.0,40960,0,120.9,1,0,3.8,0,1,mercedes-benz
0,0,1,0,0,0,304,0,0,0,0,3715,199.2,0,4500,0,14,1,1,55.4,184,0,0,2,8,0,72.0,3.35,16,0,0,0,8.0,45400,0,112.0,1,0,3.8,1,1,mercedes-benz
0,0,1,0,1,0,140,0,0,0,1,2910,178.4,0,5000,0,19,1,0,54.8,175,0,0,2,4,0,68.0,3.12,24,0,0,1,8.0,16503,0,102.7,1,0,3.78,1,0,mercury
0,0,0,0,1,0,92,0,0,1,0,1918,157.3,0,5500,1,37,0,0,50.8,68,0,0,2,4,0,64.4,3.23,41,0,0,1,9.4,5389,0,93.7,1,0,2.97,2,0,mitsubishi
0,0,0,0,1,0,92,0,0,1,0,1944,157.3,0,5500,1,31,0,0,50.8,68,0,0,2,4,0,64.4,3.23,38,0,0,1,9.4,6189,0,93.7,1,0,2.97,2,0,mitsubishi
0,0,0,0,1,0,92,0,0,1,0,2004,157.3,0,5500,1,31,0,0,50.8,68,0,0,2,4,0,64.4,3.23,38,0,0,1,9.4,6669,0,93.7,1,0,2.97,2,0,mitsubishi
0,0,0,0,1,0,98,1,0,0,1,2145,157.3,0,5500,1,24,0,0,50.8,102,0,0,2,4,0,63.8,3.39,30,0,0,1,7.6,7689,0,93.0,1,0,3.03,1,0,mitsubishi
0,0,0,0,1,0,110,1,0,0,1,2370,173.0,0,5500,1,23,0,0,49.4,116,0,0,2,4,0,65.4,3.46,30,0,0,1,7.5,9959,0,96.3,1,0,3.17,3,0,mitsubishi
0,0,0,0,1,0,122,0,0,1,0,2328,173.0,0,5000,1,25,0,0,49.4,88,0,0,2,4,0,65.4,3.46,32,0,0,1,8.5,8499,0,96.3,1,0,3.35,3,0,mitsubishi
0,0,0,0,1,0,156,1,0,0,1,2833,173.2,0,5000,1,19,0,0,50.2,145,0,0,2,4,0,66.3,3.86,24,0,0,1,7.0,12629,0,95.9,1,0,3.58,3,0,mitsubishi
0,0,0,0,1,0,156,1,0,0,1,2921,173.2,0,5000,1,19,0,0,50.2,145,0,0,2,4,0,66.3,3.86,24,0,0,1,7.0,14869,0,95.9,1,0,3.59,3,0,mitsubishi
0,0,0,0,1,0,156,1,0,0,1,2926,173.2,0,5000,1,19,0,0,50.2,145,0,0,2,4,0,66.3,3.86,24,0,0,1,7.0,14489,0,95.9,1,0,3.59,3,0,mitsubishi
0,0,0,0,0,0,122,0,0,1,0,2365,172.4,0,5000,1,25,0,0,51.6,88,0,0,4,4,0,65.4,3.46,32,1,0,1,8.5,6989,0,96.3,1,0,3.35,1,0,mitsubishi
0,0,0,0,0,0,122,0,0,1,0,2405,172.4,0,5000,1,25,0,0,51.6,88,0,0,4,4,0,65.4,3.46,32,1,0,1,8.5,8189,0,96.3,1,0,3.35,1,0,mitsubishi
0,0,0,0,0,0,110,1,0,0,1,2403,172.4,0,5500,1,23,0,0,51.6,116,0,0,4,4,0,65.4,3.46,30,1,0,1,7.5,9279,0,96.3,1,0,3.17,1,0,mitsubishi
0,0,0,0,0,0,110,1,0,0,0,2403,172.4,0,5500,1,23,0,0,51.6,116,0,0,4,4,0,65.4,3.46,30,1,0,1,7.5,9279,0,96.3,1,0,3.17,-1,0,mitsubishi
0,0,0,0,0,0,97,0,0,1,0,1889,165.3,0,5200,1,31,0,0,54.5,69,0,0,2,4,0,63.8,3.29,37,1,0,1,9.4,5499,0,94.5,1,0,3.15,1,0,nissan
0,0,0,1,0,0,103,0,0,0,0,2017,165.3,0,4800,1,45,0,0,54.5,55,0,0,2,4,0,63.8,3.47,50,1,0,1,21.9,7099,0,94.5,0,0,2.99,1,0,nissan
0,0,0,0,0,0,97,0,0,1,0,1918,165.3,0,5200,1,31,0,0,54.5,69,0,0,2,4,0,63.8,3.29,37,1,0,1,9.4,6649,0,94.5,1,0,3.15,1,0,nissan
0,0,0,0,0,0,97,0,0,1,0,1938,165.3,0,5200,1,31,0,0,54.5,69,0,0,4,4,0,63.8,3.29,37,1,0,1,9.4,6849,0,94.5,1,0,3.15,1,0,nissan
0,0,0,0,0,0,97,0,0,1,0,2024,170.2,0,5200,1,31,0,0,53.5,69,0,1,4,4,0,63.8,3.29,37,0,0,1,9.4,7349,0,94.5,1,0,3.15,1,0,nissan
0,0,0,0,0,0,97,0,0,1,0,1951,165.3,0,5200,1,31,0,0,54.5,69,0,0,2,4,0,63.8,3.29,37,1,0,1,9.4,7299,0,94.5,1,0,3.15,1,0,nissan
0,0,0,0,1,0,97,0,0,1,0,2028,165.6,0,5200,1,31,0,0,53.3,69,0,0,2,4,0,63.8,3.29,37,0,0,1,9.4,7799,0,94.5,1,0,3.15,1,0,nissan
0,0,0,0,0,0,97,0,0,1,0,1971,165.3,0,5200,1,31,0,0,54.5,69,0,0,4,4,0,63.8,3.29,37,1,0,1,9.4,7499,0,94.5,1,0,3.15,1,0,nissan
0,0,0,0,0,0,97,0,0,1,0,2037,170.2,0,5200,1,31,0,0,53.5,69,0,1,4,4,0,63.8,3.29,37,0,0,1,9.4,7999,0,94.5,1,0,3.15,1,0,nissan
0,0,0,0,0,0,97,0,0,1,0,2008,162.4,0,5200,1,31,0,1,53.3,69,0,0,2,4,0,63.8,3.29,37,0,0,1,9.4,8249,0,95.1,1,0,3.15,2,0,nissan
0,0,0,0,1,0,120,0,0,1,0,2324,173.4,0,5200,1,27,0,0,54.7,97,0,0,4,4,0,65.2,3.47,34,0,0,1,8.5,8949,0,97.2,1,0,3.33,0,0,nissan
0,0,0,0,0,0,120,0,0,1,0,2302,173.4,0,5200,1,27,0,0,54.7,97,0,0,4,4,0,65.2,3.47,34,1,0,1,8.5,9549,0,97.2,1,0,3.33,0,0,nissan
0,0,0,0,0,0,181,0,0,0,0,3095,181.7,0,5200,1,17,1,0,55.1,152,0,0,4,6,0,66.5,3.27,22,1,0,0,9.0,13499,0,100.4,1,0,3.43,0,1,nissan
0,0,0,0,0,0,181,0,0,0,0,3296,184.6,0,5200,1,17,1,0,56.1,152,0,1,4,6,0,66.5,3.27,22,0,0,0,9.0,14399,0,100.4,1,0,3.43,0,1,nissan
0,0,0,0,0,0,181,0,0,0,0,3060,184.6,0,5200,1,19,1,0,55.1,152,0,0,4,6,0,66.5,3.27,25,1,0,0,9.0,13499,0,100.4,1,0,3.43,0,1,nissan
0,0,1,0,1,0,181,0,0,0,0,3071,170.7,0,5200,0,19,1,0,49.7,160,0,0,2,6,0,67.9,3.27,25,0,0,0,9.0,17199,0,91.3,1,0,3.43,3,1,nissan
0,0,1,0,1,0,181,0,0,0,1,3139,170.7,0,5200,0,17,1,0,49.7,200,0,0,2,6,0,67.9,3.27,23,0,0,0,7.8,19699,0,91.3,1,0,3.43,3,1,nissan
0,0,1,0,1,0,181,0,0,0,0,3139,178.5,0,5200,0,19,1,0,49.7,160,0,0,2,6,0,67.9,3.27,25,0,0,0,9.0,18399,0,99.2,1,0,3.43,1,1,nissan
0,1,1,0,0,0,120,0,0,0,0,3020,186.7,0,5000,0,19,1,0,56.7,97,0,0,4,4,0,68.4,3.19,24,1,0,0,8.4,11900,0,107.9,1,0,3.46,0,0,peugot
0,1,1,1,0,0,152,0,0,0,1,3197,186.7,0,4150,0,28,0,0,56.7,95,0,0,4,4,0,68.4,3.52,33,1,0,0,21.0,13200,0,107.9,0,0,3.7,0,0,peugot
0,1,1,0,0,0,120,0,0,0,0,3230,198.9,0,5000,0,19,1,0,58.7,97,0,1,4,4,0,68.4,3.19,24,0,0,0,8.4,12440,0,114.2,1,0,3.46,0,0,peugot
0,1,1,1,0,0,152,0,0,0,1,3430,198.9,0,4150,0,25,0,0,58.7,95,0,1,4,4,0,68.4,3.52,25,0,0,0,21.0,13860,0,114.2,0,0,3.7,0,0,peugot
0,1,1,0,0,0,120,0,0,0,0,3075,186.7,0,5000,0,19,1,0,56.7,95,0,0,4,4,0,68.4,2.19,24,1,0,0,8.4,15580,0,107.9,1,0,3.46,0,0,peugot
0,1,1,1,0,0,152,0,0,0,1,3252,186.7,0,4150,0,28,0,0,56.7,95,0,0,4,4,0,68.4,3.52,33,1,0,0,21.0,16900,0,107.9,0,0,3.7,0,0,peugot
0,1,1,0,0,0,120,0,0,0,0,3285,198.9,0,5000,0,19,1,0,56.7,95,0,1,4,4,0,68.4,2.19,24,0,0,0,8.4,16695,0,114.2,1,0,3.46,0,0,peugot
0,1,1,1,0,0,152,0,0,0,1,3485,198.9,0,4150,0,25,0,0,58.7,95,0,1,4,4,0,68.4,3.52,25,0,0,0,21.0,17075,0,114.2,0,0,3.7,0,0,peugot
0,1,1,0,0,0,120,0,0,0,0,3075,186.7,0,5000,0,19,1,0,56.7,97,0,0,4,4,0,68.4,3.19,24,1,0,0,8.4,16630,0,107.9,1,0,3.46,0,0,peugot
0,1,1,1,0,0,152,0,0,0,1,3252,186.7,0,4150,0,28,0,0,56.7,95,0,0,4,4,0,68.4,3.52,33,1,0,0,21.0,17950,0,107.9,0,0,3.7,0,0,peugot
0,1,1,0,0,0,134,0,0,0,1,3130,186.7,0,5600,0,18,1,0,56.0,142,0,0,4,4,0,68.3,3.21,24,1,0,0,7.0,18150,0,108.0,1,0,3.61,0,0,peugot
0,0,0,0,1,0,90,0,0,1,0,1918,157.3,0,5500,1,37,0,0,50.8,68,0,0,2,4,0,63.8,3.23,41,0,0,1,9.4,5572,0,93.7,1,0,2.97,1,0,plymouth
0,0,0,0,1,0,98,1,0,0,1,2128,157.3,0,5500,1,24,0,0,50.8,102,0,0,2,4,0,63.8,3.39,30,0,0,1,7.6,7957,0,93.7,1,0,3.03,1,0,plymouth
0,0,0,0,1,0,90,0,0,1,0,1967,157.3,0,5500,1,31,0,0,50.6,68,0,0,4,4,0,63.8,3.23,38,0,0,1,9.4,6229,0,93.7,1,0,2.97,1,0,plymouth
0,0,0,0,0,0,90,0,0,1,0,1989,167.3,0,5500,1,31,0,0,50.8,68,0,0,4,4,0,63.8,3.23,38,1,0,1,9.4,6692,0,93.7,1,0,2.97,1,0,plymouth
0,0,0,0,0,0,98,0,0,1,0,2191,167.3,0,5500,1,31,0,0,50.8,68,0,0,4,4,0,63.8,3.23,38,1,0,1,9.4,7609,0,93.7,1,0,2.97,1,0,plymouth
0,0,0,0,0,0,122,0,0,1,0,2535,174.6,0,5000,1,24,0,0,59.8,88,0,1,4,4,0,64.6,3.46,30,0,0,1,8.5,8921,0,103.3,1,0,3.35,-1,0,plymouth
0,0,1,0,1,0,156,1,0,0,1,2818,173.2,0,5000,0,19,0,0,50.2,145,0,0,2,4,0,66.3,3.86,24,0,0,1,7.0,12764,0,95.9,1,0,3.59,3,0,plymouth
0,0,1,0,1,0,151,0,0,0,0,2778,168.9,0,5500,0,19,1,0,50.2,143,0,0,2,4,0,68.3,3.11,27,0,0,1,9.5,22018,0,94.5,1,0,3.94,3,0,porsche
0,0,1,0,0,1,194,0,0,0,0,2756,168.9,0,5900,0,17,1,1,51.6,207,1,0,2,6,0,65.0,2.9,25,0,0,0,9.5,32528,0,89.5,1,0,3.74,3,0,porsche
0,0,1,0,0,1,194,0,0,0,0,2756,168.9,0,5900,0,17,1,1,51.6,207,1,0,2,6,0,65.0,2.9,25,0,0,0,9.5,34028,0,89.5,1,0,3.74,3,0,porsche
0,0,1,0,0,1,194,0,0,0,0,2800,168.9,0,5900,0,17,1,0,51.6,207,1,0,2,6,0,65.0,2.9,25,0,0,0,9.5,37028,0,89.5,1,1,3.74,3,0,porsche
0,0,1,0,1,0,203,0,0,0,0,3366,175.7,1,5750,0,17,1,0,50.5,288,0,0,2,8,0,72.3,3.11,28,0,0,0,10.0,39000,0,98.4,1,0,3.94,1,0,porsche
0,0,0,0,1,0,121,0,0,0,0,2658,186.6,0,5250,1,21,1,0,56.1,110,0,0,2,4,0,66.5,3.07,28,0,0,1,9.31,11850,0,99.1,1,0,3.54,3,0,saab
0,0,0,0,0,0,121,0,0,0,0,2695,186.6,0,5250,1,21,1,0,56.1,110,0,0,4,4,0,66.5,3.07,28,1,0,1,9.3,12170,0,99.1,1,0,3.54,2,0,saab
0,0,0,0,1,0,121,0,0,0,0,2707,186.6,0,5250,1,21,1,0,56.1,110,0,0,2,4,0,66.5,2.07,28,0,0,1,9.3,15040,0,99.1,1,0,2.54,3,0,saab
